# ############################################################
# # MADHAT (Model-Agnostic Dark Halo Analysis Tool) 
# # Dwarf Set: Set Test
# # Ref: T. S. Li et al. [MagLiteS] [arXiv:1802.06810]
# #
# # ID#: ID of dwarf galaxy to be analyzed
# # J: The log10 of the J factor [GeV^2 cm^-5] for the dwarf galaxy
# # +dJ: positive error in log10(J)
# # -dJ: negative error in log10(J)
# ###########################################################
# #ID	J	+dJ	-dJ
# 10	20.2	1.0	0.9
# 
# #####################################################################################################################################################################
# # Fermi_Pass8R3_239557417_681169985
# ###################################################################################OUTPUT############################################################################
# #Mass(GeV)   Spectrum       Beta      Nbound        PhiPP(cm^3 s^-1 GeV^-2)   +dPhiPP             -dPhiPP            sigv(cm^3 s^-1)        +dsigv             -dsigv
10	0.873413671312204	0.95	0	7.58850649444526e-31	5.26891431848192e-30	6.82965584500073e-31	2.1836155798982e-27	1.51614595090715e-26	1.96525402190838e-27
20	2.78866319448494	0.95	0	7.75083732689214e-31	5.38162519881605e-30	6.97575359420293e-31	2.79416731612367e-27	1.94006926012841e-26	2.5147505845113e-27
50	7.77652266074309	0.95	0	7.51802555936113e-31	5.21997741524323e-30	6.76622300342502e-31	6.07432779332564e-27	4.21757729387642e-26	5.46689501399308e-27
100	13.6097161539018	0.95	0	6.59194378891835e-31	4.57697269436136e-30	5.93274941002652e-31	1.21731868297374e-26	8.45218732246043e-26	1.09558681467637e-26
200	21.0806469890758	0.95	0	4.82832871563741e-31	3.35244495379707e-30	4.34549584407367e-31	2.30256948451704e-26	1.59873900551471e-25	2.07231253606534e-26
500	33.6607135299825	0.95	0	2.7461646058066e-31	1.90673962301199e-30	2.47154814522594e-31	5.12605328075755e-26	3.55916352553099e-25	4.61344795268179e-26
1000	45.7897194431443	0.95	0	1.70927661001419e-31	1.18679901128665e-30	1.53834894901277e-31	9.38175801254432e-26	6.51401947946025e-25	8.44358221128989e-26
2000	60.3997026876788	0.95	0	1.09570860769495e-31	7.60781423353035e-31	9.86137746925459e-32	1.82372824195336e-25	1.26626601085229e-24	1.64135541775803e-25
5000	83.6800121990576	0.95	0	8.6463913524703e-32	6.00343364449598e-31	7.78175221722327e-32	6.49221691994183e-25	4.50772951347031e-24	5.84299522794765e-25
